DateKey,InvoiceDate,Day,Month,Year,Quarter
61,2010-12-01 12:58:00,1,12,2010,4
62,2010-12-01 13:04:00,1,12,2010,4
63,2010-12-01 13:17:00,1,12,2010,4
64,2010-12-01 13:20:00,1,12,2010,4
65,2010-12-01 13:21:00,1,12,2010,4
66,2010-12-01 13:23:00,1,12,2010,4
67,2010-12-01 13:24:00,1,12,2010,4
68,2010-12-01 13:31:00,1,12,2010,4
69,2010-12-01 13:33:00,1,12,2010,4
70,2010-12-01 13:38:00,1,12,2010,4
71,2010-12-01 13:45:00,1,12,2010,4
72,2010-12-01 13:51:00,1,12,2010,4
73,2010-12-01 13:54:00,1,12,2010,4
74,2010-12-01 14:03:00,1,12,2010,4
75,2010-12-01 14:05:00,1,12,2010,4
76,2010-12-01 14:11:00,1,12,2010,4
77,2010-12-01 14:30:00,1,12,2010,4
78,2010-12-01 14:33:00,1,12,2010,4
79,2010-12-01 14:34:00,1,12,2010,4
80,2010-12-01 14:38:00,1,12,2010,4
81,2010-12-01 14:41:00,1,12,2010,4
82,2010-12-01 14:54:00,1,12,2010,4
83,2010-12-01 15:00:00,1,12,2010,4
84,2010-12-01 15:06:00,1,12,2010,4
85,2010-12-01 15:08:00,1,12,2010,4
86,2010-12-01 15:21:00,1,12,2010,4
87,2010-12-01 15:27:00,1,12,2010,4
88,2010-12-01 15:28:00,1,12,2010,4
89,2010-12-01 15:35:00,1,12,2010,4
90,2010-12-01 15:37:00,1,12,2010,4
91,2010-12-01 15:40:00,1,12,2010,4
92,2010-12-01 15:45:00,1,12,2010,4
93,2010-12-01 15:46:00,1,12,2010,4
94,2010-12-01 16:01:00,1,12,2010,4
95,2010-12-01 16:11:00,1,12,2010,4
96,2010-12-01 16:13:00,1,12,2010,4
97,2010-12-01 16:15:00,1,12,2010,4
98,2010-12-01 16:16:00,1,12,2010,4
99,2010-12-01 16:17:00,1,12,2010,4
100,2010-12-01 16:19:00,1,12,2010,4
101,2010-12-01 16:21:00,1,12,2010,4
102,2010-12-01 16:22:00,1,12,2010,4
103,2010-12-01 16:24:00,1,12,2010,4
104,2010-12-01 16:25:00,1,12,2010,4
105,2010-12-01 16:33:00,1,12,2010,4
106,2010-12-01 16:49:00,1,12,2010,4
107,2010-12-01 16:52:00,1,12,2010,4
108,2010-12-01 16:57:00,1,12,2010,4
109,2010-12-01 16:58:00,1,12,2010,4
110,2010-12-01 17:15:00,1,12,2010,4
111,2010-12-01 17:22:00,1,12,2010,4
112,2010-12-01 17:24:00,1,12,2010,4
113,2010-12-01 17:35:00,1,12,2010,4
114,2010-12-02 07:48:00,2,12,2010,4
115,2010-12-02 07:49:00,2,12,2010,4
116,2010-12-02 08:32:00,2,12,2010,4
117,2010-12-02 08:33:00,2,12,2010,4
118,2010-12-02 08:34:00,2,12,2010,4
119,2010-12-02 08:40:00,2,12,2010,4
120,2010-12-02 08:43:00,2,12,2010,4
121,2010-12-02 08:52:00,2,12,2010,4
122,2010-12-02 09:10:00,2,12,2010,4
123,2010-12-02 09:29:00,2,12,2010,4
124,2010-12-02 09:37:00,2,12,2010,4
125,2010-12-02 09:41:00,2,12,2010,4
126,2010-12-02 09:42:00,2,12,2010,4
127,2010-12-02 09:43:00,2,12,2010,4
128,2010-12-02 09:44:00,2,12,2010,4
129,2010-12-02 10:09:00,2,12,2010,4
130,2010-12-02 10:10:00,2,12,2010,4
131,2010-12-02 10:17:00,2,12,2010,4
132,2010-12-02 10:18:00,2,12,2010,4
133,2010-12-02 10:27:00,2,12,2010,4
134,2010-12-02 10:35:00,2,12,2010,4
135,2010-12-02 10:37:00,2,12,2010,4
136,2010-12-02 10:39:00,2,12,2010,4
137,2010-12-02 10:45:00,2,12,2010,4
138,2010-12-02 10:46:00,2,12,2010,4
139,2010-12-02 10:53:00,2,12,2010,4
140,2010-12-02 10:54:00,2,12,2010,4
141,2010-12-02 10:55:00,2,12,2010,4
142,2010-12-02 10:56:00,2,12,2010,4
143,2010-12-02 10:58:00,2,12,2010,4
144,2010-12-02 11:02:00,2,12,2010,4
145,2010-12-02 11:20:00,2,12,2010,4
146,2010-12-02 11:21:00,2,12,2010,4
147,2010-12-02 11:22:00,2,12,2010,4
148,2010-12-02 11:23:00,2,12,2010,4
149,2010-12-02 11:35:00,2,12,2010,4
150,2010-12-02 11:41:00,2,12,2010,4
151,2010-12-02 11:45:00,2,12,2010,4
152,2010-12-02 11:46:00,2,12,2010,4
153,2010-12-02 11:56:00,2,12,2010,4
154,2010-12-02 11:57:00,2,12,2010,4
155,2010-12-02 12:07:00,2,12,2010,4
156,2010-12-02 12:09:00,2,12,2010,4
157,2010-12-02 12:10:00,2,12,2010,4
158,2010-12-02 12:11:00,2,12,2010,4
159,2010-12-02 12:16:00,2,12,2010,4
160,2010-12-02 12:18:00,2,12,2010,4
161,2010-12-02 12:22:00,2,12,2010,4
162,2010-12-02 12:23:00,2,12,2010,4
163,2010-12-02 12:24:00,2,12,2010,4
164,2010-12-02 12:25:00,2,12,2010,4
165,2010-12-02 12:26:00,2,12,2010,4
166,2010-12-02 12:28:00,2,12,2010,4
167,2010-12-02 12:33:00,2,12,2010,4
168,2010-12-02 12:47:00,2,12,2010,4
169,2010-12-02 12:50:00,2,12,2010,4
170,2010-12-02 12:58:00,2,12,2010,4
171,2010-12-02 12:59:00,2,12,2010,4
172,2010-12-02 13:05:00,2,12,2010,4
173,2010-12-02 13:06:00,2,12,2010,4
174,2010-12-02 13:08:00,2,12,2010,4
175,2010-12-02 13:11:00,2,12,2010,4
176,2010-12-02 13:14:00,2,12,2010,4
177,2010-12-02 13:32:00,2,12,2010,4
178,2010-12-02 13:36:00,2,12,2010,4
179,2010-12-02 13:38:00,2,12,2010,4
180,2010-12-02 13:39:00,2,12,2010,4
181,2010-12-02 13:44:00,2,12,2010,4
182,2010-12-02 13:45:00,2,12,2010,4
183,2010-12-02 13:49:00,2,12,2010,4
184,2010-12-02 14:04:00,2,12,2010,4
185,2010-12-02 14:05:00,2,12,2010,4
186,2010-12-02 14:06:00,2,12,2010,4
187,2010-12-02 14:07:00,2,12,2010,4
188,2010-12-02 14:09:00,2,12,2010,4
189,2010-12-02 14:23:00,2,12,2010,4
190,2010-12-02 14:25:00,2,12,2010,4
191,2010-12-02 14:26:00,2,12,2010,4
192,2010-12-02 14:29:00,2,12,2010,4
193,2010-12-02 14:30:00,2,12,2010,4
194,2010-12-02 14:40:00,2,12,2010,4
195,2010-12-02 14:42:00,2,12,2010,4
196,2010-12-02 14:47:00,2,12,2010,4
197,2010-12-02 14:49:00,2,12,2010,4
198,2010-12-02 15:00:00,2,12,2010,4
199,2010-12-02 15:03:00,2,12,2010,4
200,2010-12-02 15:08:00,2,12,2010,4
201,2010-12-02 15:14:00,2,12,2010,4
202,2010-12-02 15:18:00,2,12,2010,4
203,2010-12-02 15:19:00,2,12,2010,4
204,2010-12-02 15:20:00,2,12,2010,4
205,2010-12-02 15:22:00,2,12,2010,4
206,2010-12-02 15:23:00,2,12,2010,4
207,2010-12-02 15:24:00,2,12,2010,4
208,2010-12-02 15:25:00,2,12,2010,4
209,2010-12-02 15:26:00,2,12,2010,4
210,2010-12-02 15:27:00,2,12,2010,4
211,2010-12-02 15:28:00,2,12,2010,4
212,2010-12-02 15:39:00,2,12,2010,4
213,2010-12-02 15:40:00,2,12,2010,4
214,2010-12-02 15:46:00,2,12,2010,4
215,2010-12-02 15:49:00,2,12,2010,4
216,2010-12-02 15:55:00,2,12,2010,4
217,2010-12-02 16:00:00,2,12,2010,4
218,2010-12-02 16:12:00,2,12,2010,4
219,2010-12-02 16:29:00,2,12,2010,4
220,2010-12-02 16:33:00,2,12,2010,4
221,2010-12-02 16:34:00,2,12,2010,4
222,2010-12-02 16:38:00,2,12,2010,4
223,2010-12-02 16:42:00,2,12,2010,4
224,2010-12-02 16:45:00,2,12,2010,4
225,2010-12-02 16:46:00,2,12,2010,4
226,2010-12-02 16:48:00,2,12,2010,4
227,2010-12-02 16:50:00,2,12,2010,4
228,2010-12-02 16:51:00,2,12,2010,4
229,2010-12-02 16:58:00,2,12,2010,4
230,2010-12-02 16:59:00,2,12,2010,4
231,2010-12-02 17:03:00,2,12,2010,4
232,2010-12-02 17:05:00,2,12,2010,4
233,2010-12-02 17:06:00,2,12,2010,4
234,2010-12-02 17:08:00,2,12,2010,4
235,2010-12-02 17:09:00,2,12,2010,4
236,2010-12-02 17:12:00,2,12,2010,4
237,2010-12-02 17:14:00,2,12,2010,4
238,2010-12-02 17:17:00,2,12,2010,4
239,2010-12-02 17:19:00,2,12,2010,4
240,2010-12-02 17:22:00,2,12,2010,4
241,2010-12-02 17:24:00,2,12,2010,4
242,2010-12-02 17:27:00,2,12,2010,4
243,2010-12-02 17:30:00,2,12,2010,4
244,2010-12-02 17:31:00,2,12,2010,4
245,2010-12-02 17:35:00,2,12,2010,4
246,2010-12-02 17:36:00,2,12,2010,4
247,2010-12-02 17:38:00,2,12,2010,4
248,2010-12-02 17:40:00,2,12,2010,4
249,2010-12-02 17:41:00,2,12,2010,4
250,2010-12-02 17:48:00,2,12,2010,4
251,2010-12-02 17:51:00,2,12,2010,4
252,2010-12-02 18:06:00,2,12,2010,4
253,2010-12-02 18:08:00,2,12,2010,4
254,2010-12-02 18:15:00,2,12,2010,4
255,2010-12-02 18:23:00,2,12,2010,4
256,2010-12-02 18:25:00,2,12,2010,4
257,2010-12-02 18:27:00,2,12,2010,4
258,2010-12-02 18:45:00,2,12,2010,4
259,2010-12-02 18:46:00,2,12,2010,4
260,2010-12-02 18:49:00,2,12,2010,4
261,2010-12-02 19:18:00,2,12,2010,4
262,2010-12-02 19:59:00,2,12,2010,4
263,2010-12-03 09:31:00,3,12,2010,4
264,2010-12-03 09:39:00,3,12,2010,4
265,2010-12-03 09:45:00,3,12,2010,4
266,2010-12-03 09:47:00,3,12,2010,4
267,2010-12-03 09:49:00,3,12,2010,4
268,2010-12-03 09:51:00,3,12,2010,4
269,2010-12-03 10:07:00,3,12,2010,4
270,2010-12-03 10:09:00,3,12,2010,4
271,2010-12-03 10:11:00,3,12,2010,4
272,2010-12-03 10:26:00,3,12,2010,4
273,2010-12-03 10:33:00,3,12,2010,4
274,2010-12-03 10:36:00,3,12,2010,4
275,2010-12-03 10:43:00,3,12,2010,4
276,2010-12-03 10:44:00,3,12,2010,4
277,2010-12-03 11:19:00,3,12,2010,4
278,2010-12-03 11:35:00,3,12,2010,4
279,2010-12-03 11:42:00,3,12,2010,4
280,2010-12-03 11:48:00,3,12,2010,4
281,2010-12-03 12:05:00,3,12,2010,4
282,2010-12-03 12:11:00,3,12,2010,4
283,2010-12-03 12:20:00,3,12,2010,4
284,2010-12-03 12:24:00,3,12,2010,4
285,2010-12-03 12:28:00,3,12,2010,4
286,2010-12-03 12:29:00,3,12,2010,4
287,2010-12-03 12:41:00,3,12,2010,4
288,2010-12-03 12:43:00,3,12,2010,4
289,2010-12-03 12:48:00,3,12,2010,4
290,2010-12-03 12:57:00,3,12,2010,4
291,2010-12-03 13:09:00,3,12,2010,4
292,2010-12-03 13:10:00,3,12,2010,4
293,2010-12-03 13:12:00,3,12,2010,4
294,2010-12-03 13:40:00,3,12,2010,4
295,2010-12-03 13:42:00,3,12,2010,4
296,2010-12-03 13:43:00,3,12,2010,4
297,2010-12-03 13:59:00,3,12,2010,4
298,2010-12-03 14:04:00,3,12,2010,4
299,2010-12-03 14:18:00,3,12,2010,4
300,2010-12-03 14:19:00,3,12,2010,4
301,2010-12-03 14:23:00,3,12,2010,4
302,2010-12-03 14:26:00,3,12,2010,4
303,2010-12-03 14:30:00,3,12,2010,4
304,2010-12-03 14:35:00,3,12,2010,4
305,2010-12-03 14:40:00,3,12,2010,4
306,2010-12-03 14:54:00,3,12,2010,4
307,2010-12-03 15:05:00,3,12,2010,4
308,2010-12-03 15:10:00,3,12,2010,4
309,2010-12-03 15:14:00,3,12,2010,4
310,2010-12-03 15:16:00,3,12,2010,4
311,2010-12-03 15:19:00,3,12,2010,4
312,2010-12-03 15:25:00,3,12,2010,4
313,2010-12-03 15:45:00,3,12,2010,4
314,2010-12-03 16:02:00,3,12,2010,4
315,2010-12-03 16:21:00,3,12,2010,4
316,2010-12-03 16:35:00,3,12,2010,4
317,2010-12-03 16:44:00,3,12,2010,4
318,2010-12-03 16:45:00,3,12,2010,4
319,2010-12-03 17:20:00,3,12,2010,4
320,2010-12-03 17:21:00,3,12,2010,4
321,2010-12-03 17:28:00,3,12,2010,4
322,2010-12-05 10:03:00,5,12,2010,4
323,2010-12-05 10:12:00,5,12,2010,4
324,2010-12-05 10:25:00,5,12,2010,4
325,2010-12-05 10:27:00,5,12,2010,4
326,2010-12-05 10:36:00,5,12,2010,4
327,2010-12-05 10:45:00,5,12,2010,4
328,2010-12-05 10:48:00,5,12,2010,4
329,2010-12-05 10:52:00,5,12,2010,4
330,2010-12-05 10:54:00,5,12,2010,4
331,2010-12-05 10:58:00,5,12,2010,4
332,2010-12-05 11:02:00,5,12,2010,4
333,2010-12-05 11:03:00,5,12,2010,4
334,2010-12-05 11:04:00,5,12,2010,4
335,2010-12-05 11:10:00,5,12,2010,4
336,2010-12-05 11:12:00,5,12,2010,4
337,2010-12-05 11:15:00,5,12,2010,4
338,2010-12-05 11:38:00,5,12,2010,4
339,2010-12-05 11:40:00,5,12,2010,4
340,2010-12-05 11:45:00,5,12,2010,4
341,2010-12-05 11:49:00,5,12,2010,4
342,2010-12-05 11:51:00,5,12,2010,4
343,2010-12-05 11:54:00,5,12,2010,4
344,2010-12-05 11:57:00,5,12,2010,4
345,2010-12-05 11:59:00,5,12,2010,4
346,2010-12-05 12:00:00,5,12,2010,4
347,2010-12-05 12:01:00,5,12,2010,4
348,2010-12-05 12:02:00,5,12,2010,4
349,2010-12-05 12:08:00,5,12,2010,4
350,2010-12-05 12:09:00,5,12,2010,4
351,2010-12-05 12:13:00,5,12,2010,4
352,2010-12-05 12:15:00,5,12,2010,4
353,2010-12-05 12:23:00,5,12,2010,4
354,2010-12-05 12:26:00,5,12,2010,4
355,2010-12-05 12:29:00,5,12,2010,4
356,2010-12-05 12:34:00,5,12,2010,4
357,2010-12-05 12:35:00,5,12,2010,4
358,2010-12-05 12:42:00,5,12,2010,4
359,2010-12-05 12:43:00,5,12,2010,4
360,2010-12-05 12:44:00,5,12,2010,4
361,2010-12-05 12:47:00,5,12,2010,4
362,2010-12-05 12:53:00,5,12,2010,4
363,2010-12-05 12:57:00,5,12,2010,4
364,2010-12-05 12:58:00,5,12,2010,4
365,2010-12-05 13:00:00,5,12,2010,4
366,2010-12-05 13:03:00,5,12,2010,4
367,2010-12-05 13:05:00,5,12,2010,4
368,2010-12-05 13:08:00,5,12,2010,4
369,2010-12-05 13:09:00,5,12,2010,4
370,2010-12-05 13:10:00,5,12,2010,4
371,2010-12-05 13:17:00,5,12,2010,4
372,2010-12-05 13:18:00,5,12,2010,4
373,2010-12-05 13:21:00,5,12,2010,4
374,2010-12-05 13:26:00,5,12,2010,4
375,2010-12-05 13:29:00,5,12,2010,4
376,2010-12-05 13:42:00,5,12,2010,4
377,2010-12-05 13:49:00,5,12,2010,4
378,2010-12-05 13:53:00,5,12,2010,4
379,2010-12-05 13:55:00,5,12,2010,4
380,2010-12-05 14:02:00,5,12,2010,4
381,2010-12-05 14:03:00,5,12,2010,4
382,2010-12-05 14:06:00,5,12,2010,4
383,2010-12-05 14:17:00,5,12,2010,4
384,2010-12-05 14:19:00,5,12,2010,4
385,2010-12-05 14:25:00,5,12,2010,4
386,2010-12-05 14:44:00,5,12,2010,4
387,2010-12-05 14:45:00,5,12,2010,4
388,2010-12-05 14:52:00,5,12,2010,4
389,2010-12-05 15:02:00,5,12,2010,4
390,2010-12-05 15:06:00,5,12,2010,4
391,2010-12-05 15:12:00,5,12,2010,4
392,2010-12-05 15:15:00,5,12,2010,4
393,2010-12-05 15:18:00,5,12,2010,4
394,2010-12-05 15:21:00,5,12,2010,4
395,2010-12-05 15:26:00,5,12,2010,4
396,2010-12-05 15:35:00,5,12,2010,4
397,2010-12-05 15:38:00,5,12,2010,4
398,2010-12-05 15:40:00,5,12,2010,4
399,2010-12-05 15:46:00,5,12,2010,4
400,2010-12-05 15:47:00,5,12,2010,4
401,2010-12-05 15:54:00,5,12,2010,4
402,2010-12-05 16:00:00,5,12,2010,4
403,2010-12-05 16:10:00,5,12,2010,4
404,2010-12-05 16:24:00,5,12,2010,4
405,2010-12-05 16:41:00,5,12,2010,4
406,2010-12-06 08:34:00,6,12,2010,4
407,2010-12-06 08:42:00,6,12,2010,4
408,2010-12-06 08:43:00,6,12,2010,4
409,2010-12-06 08:44:00,6,12,2010,4
410,2010-12-06 09:21:00,6,12,2010,4
411,2010-12-06 09:31:00,6,12,2010,4
412,2010-12-06 09:37:00,6,12,2010,4
413,2010-12-06 09:40:00,6,12,2010,4
414,2010-12-06 09:45:00,6,12,2010,4
415,2010-12-06 09:52:00,6,12,2010,4
416,2010-12-06 10:03:00,6,12,2010,4
417,2010-12-06 10:05:00,6,12,2010,4
418,2010-12-06 10:18:00,6,12,2010,4
419,2010-12-06 10:19:00,6,12,2010,4
420,2010-12-06 10:20:00,6,12,2010,4
421,2010-12-06 10:24:00,6,12,2010,4
422,2010-12-06 10:27:00,6,12,2010,4
423,2010-12-06 10:34:00,6,12,2010,4
424,2010-12-06 10:36:00,6,12,2010,4
425,2010-12-06 10:38:00,6,12,2010,4
426,2010-12-06 10:43:00,6,12,2010,4
427,2010-12-06 11:01:00,6,12,2010,4
428,2010-12-06 11:03:00,6,12,2010,4
429,2010-12-06 11:06:00,6,12,2010,4
430,2010-12-06 11:10:00,6,12,2010,4
431,2010-12-06 11:16:00,6,12,2010,4
432,2010-12-06 11:26:00,6,12,2010,4
433,2010-12-06 11:37:00,6,12,2010,4
434,2010-12-06 11:38:00,6,12,2010,4
435,2010-12-06 11:42:00,6,12,2010,4
436,2010-12-06 11:47:00,6,12,2010,4
437,2010-12-06 11:58:00,6,12,2010,4
438,2010-12-06 12:00:00,6,12,2010,4
439,2010-12-06 12:06:00,6,12,2010,4
440,2010-12-06 12:15:00,6,12,2010,4
441,2010-12-06 12:21:00,6,12,2010,4
442,2010-12-06 12:23:00,6,12,2010,4
443,2010-12-06 12:30:00,6,12,2010,4
444,2010-12-06 12:31:00,6,12,2010,4
445,2010-12-06 12:34:00,6,12,2010,4
446,2010-12-06 12:38:00,6,12,2010,4
447,2010-12-06 12:39:00,6,12,2010,4
448,2010-12-06 12:40:00,6,12,2010,4
449,2010-12-06 12:41:00,6,12,2010,4
450,2010-12-06 12:44:00,6,12,2010,4
451,2010-12-06 12:47:00,6,12,2010,4
452,2010-12-06 12:52:00,6,12,2010,4
453,2010-12-06 12:55:00,6,12,2010,4
454,2010-12-06 12:59:00,6,12,2010,4
455,2010-12-06 13:01:00,6,12,2010,4
456,2010-12-06 13:06:00,6,12,2010,4
457,2010-12-06 13:12:00,6,12,2010,4
458,2010-12-06 13:13:00,6,12,2010,4
459,2010-12-06 13:17:00,6,12,2010,4
460,2010-12-06 13:21:00,6,12,2010,4
461,2010-12-06 13:22:00,6,12,2010,4
462,2010-12-06 13:32:00,6,12,2010,4
463,2010-12-06 13:34:00,6,12,2010,4
464,2010-12-06 13:35:00,6,12,2010,4
465,2010-12-06 13:41:00,6,12,2010,4
466,2010-12-06 13:47:00,6,12,2010,4
467,2010-12-06 13:53:00,6,12,2010,4
468,2010-12-06 13:58:00,6,12,2010,4
469,2010-12-06 13:59:00,6,12,2010,4
470,2010-12-06 14:00:00,6,12,2010,4
471,2010-12-06 14:05:00,6,12,2010,4
472,2010-12-06 14:08:00,6,12,2010,4
473,2010-12-06 14:19:00,6,12,2010,4
474,2010-12-06 14:22:00,6,12,2010,4
475,2010-12-06 14:31:00,6,12,2010,4
476,2010-12-06 14:36:00,6,12,2010,4
477,2010-12-06 14:43:00,6,12,2010,4
478,2010-12-06 14:46:00,6,12,2010,4
479,2010-12-06 14:51:00,6,12,2010,4
480,2010-12-06 14:53:00,6,12,2010,4
481,2010-12-06 14:55:00,6,12,2010,4
482,2010-12-06 15:00:00,6,12,2010,4
483,2010-12-06 15:03:00,6,12,2010,4
484,2010-12-06 15:06:00,6,12,2010,4
485,2010-12-06 15:07:00,6,12,2010,4
486,2010-12-06 15:09:00,6,12,2010,4
487,2010-12-06 15:10:00,6,12,2010,4
488,2010-12-06 15:12:00,6,12,2010,4
489,2010-12-06 15:13:00,6,12,2010,4
490,2010-12-06 15:14:00,6,12,2010,4
491,2010-12-06 15:18:00,6,12,2010,4
492,2010-12-06 15:25:00,6,12,2010,4
493,2010-12-06 15:27:00,6,12,2010,4
494,2010-12-06 15:34:00,6,12,2010,4
495,2010-12-06 15:35:00,6,12,2010,4
496,2010-12-06 15:38:00,6,12,2010,4
497,2010-12-06 15:54:00,6,12,2010,4
498,2010-12-06 16:10:00,6,12,2010,4
499,2010-12-06 16:36:00,6,12,2010,4
500,2010-12-06 16:58:00,6,12,2010,4
501,2010-12-06 17:16:00,6,12,2010,4
502,2010-12-06 17:26:00,6,12,2010,4
503,2010-12-07 08:42:00,7,12,2010,4
504,2010-12-07 08:57:00,7,12,2010,4
505,2010-12-07 09:13:00,7,12,2010,4
506,2010-12-07 09:21:00,7,12,2010,4
507,2010-12-07 09:23:00,7,12,2010,4
508,2010-12-07 09:43:00,7,12,2010,4
509,2010-12-07 09:51:00,7,12,2010,4
510,2010-12-07 09:55:00,7,12,2010,4
511,2010-12-07 09:57:00,7,12,2010,4
512,2010-12-07 10:04:00,7,12,2010,4
513,2010-12-07 10:06:00,7,12,2010,4
514,2010-12-07 10:08:00,7,12,2010,4
515,2010-12-07 10:14:00,7,12,2010,4
516,2010-12-07 10:32:00,7,12,2010,4
517,2010-12-07 10:36:00,7,12,2010,4
518,2010-12-07 10:43:00,7,12,2010,4
519,2010-12-07 10:47:00,7,12,2010,4
520,2010-12-07 10:51:00,7,12,2010,4
521,2010-12-07 11:11:00,7,12,2010,4
522,2010-12-07 11:26:00,7,12,2010,4
523,2010-12-07 11:30:00,7,12,2010,4
524,2010-12-07 11:33:00,7,12,2010,4
525,2010-12-07 11:41:00,7,12,2010,4
526,2010-12-07 11:45:00,7,12,2010,4
527,2010-12-07 11:47:00,7,12,2010,4
528,2010-12-07 11:49:00,7,12,2010,4
529,2010-12-07 11:59:00,7,12,2010,4
530,2010-12-07 12:18:00,7,12,2010,4
531,2010-12-07 12:21:00,7,12,2010,4
532,2010-12-07 12:28:00,7,12,2010,4
533,2010-12-07 12:29:00,7,12,2010,4
534,2010-12-07 12:31:00,7,12,2010,4
535,2010-12-07 12:34:00,7,12,2010,4
536,2010-12-07 12:37:00,7,12,2010,4
537,2010-12-07 12:43:00,7,12,2010,4
538,2010-12-07 12:45:00,7,12,2010,4
539,2010-12-07 12:49:00,7,12,2010,4
540,2010-12-07 13:01:00,7,12,2010,4
541,2010-12-07 13:13:00,7,12,2010,4
542,2010-12-07 13:16:00,7,12,2010,4
543,2010-12-07 13:18:00,7,12,2010,4
544,2010-12-07 13:20:00,7,12,2010,4
545,2010-12-07 13:22:00,7,12,2010,4
546,2010-12-07 13:25:00,7,12,2010,4
547,2010-12-07 13:28:00,7,12,2010,4
548,2010-12-07 13:29:00,7,12,2010,4
549,2010-12-07 13:30:00,7,12,2010,4
550,2010-12-07 13:45:00,7,12,2010,4
551,2010-12-07 13:50:00,7,12,2010,4
552,2010-12-07 13:53:00,7,12,2010,4
553,2010-12-07 14:00:00,7,12,2010,4
554,2010-12-07 14:30:00,7,12,2010,4
555,2010-12-07 14:31:00,7,12,2010,4
556,2010-12-07 14:41:00,7,12,2010,4
557,2010-12-07 14:57:00,7,12,2010,4
558,2010-12-07 14:58:00,7,12,2010,4
559,2010-12-07 15:02:00,7,12,2010,4
560,2010-12-07 15:03:00,7,12,2010,4
561,2010-12-07 15:04:00,7,12,2010,4
562,2010-12-07 15:15:00,7,12,2010,4
563,2010-12-07 15:18:00,7,12,2010,4
564,2010-12-07 15:20:00,7,12,2010,4
565,2010-12-07 15:39:00,7,12,2010,4
566,2010-12-07 15:48:00,7,12,2010,4
567,2010-12-07 15:54:00,7,12,2010,4
568,2010-12-07 16:20:00,7,12,2010,4
569,2010-12-07 16:21:00,7,12,2010,4
570,2010-12-07 16:42:00,7,12,2010,4
571,2010-12-07 16:43:00,7,12,2010,4
572,2010-12-07 17:05:00,7,12,2010,4
573,2010-12-07 17:19:00,7,12,2010,4
574,2010-12-08 08:12:00,8,12,2010,4
575,2010-12-08 08:43:00,8,12,2010,4
576,2010-12-08 08:58:00,8,12,2010,4
577,2010-12-08 09:07:00,8,12,2010,4
578,2010-12-08 09:20:00,8,12,2010,4
579,2010-12-08 09:30:00,8,12,2010,4
580,2010-12-08 09:49:00,8,12,2010,4
581,2010-12-08 09:51:00,8,12,2010,4
