CustomerKey,CustomerID,Country
203,17552.0,United Kingdom
204,14236.0,United Kingdom
205,17961.0,United Kingdom
206,14573.0,United Kingdom
207,17135.0,United Kingdom
208,17396.0,United Kingdom
209,14213.0,United Kingdom
210,12967.0,United Kingdom
211,12686.0,France
212,14679.0,United Kingdom
213,15240.0,United Kingdom
214,18225.0,United Kingdom
215,13370.0,United Kingdom
216,16883.0,United Kingdom
217,13520.0,Switzerland
218,12841.0,United Kingdom
219,16905.0,United Kingdom
220,12427.0,Germany
221,17967.0,United Kingdom
222,16891.0,United Kingdom
223,14589.0,United Kingdom
224,14680.0,United Kingdom
225,17884.0,United Kingdom
226,12557.0,Spain
227,14083.0,United Kingdom
228,13013.0,United Kingdom
229,14210.0,United Kingdom
230,16477.0,United Kingdom
231,12600.0,Germany
232,16013.0,United Kingdom
233,17949.0,United Kingdom
234,12779.0,Poland
235,16926.0,United Kingdom
236,17787.0,United Kingdom
237,12682.0,France
238,14723.0,United Kingdom
239,17954.0,United Kingdom
240,17819.0,United Kingdom
241,12712.0,Germany
242,15373.0,United Kingdom
243,16140.0,United Kingdom
244,17198.0,United Kingdom
245,17238.0,United Kingdom
246,12793.0,Portugal
247,15769.0,United Kingdom
248,14396.0,United Kingdom
249,14898.0,United Kingdom
250,12725.0,Italy
251,16725.0,United Kingdom
252,12395.0,Belgium
253,16455.0,United Kingdom
254,13081.0,United Kingdom
255,15545.0,United Kingdom
256,17243.0,United Kingdom
257,15465.0,United Kingdom
258,15708.0,United Kingdom
259,13089.0,United Kingdom
260,16033.0,United Kingdom
261,13838.0,United Kingdom
262,15351.0,United Kingdom
263,18055.0,United Kingdom
264,15038.0,United Kingdom
265,18109.0,United Kingdom
266,13069.0,United Kingdom
267,16241.0,United Kingdom
268,14800.0,United Kingdom
269,16839.0,United Kingdom
270,16168.0,United Kingdom
271,16931.0,United Kingdom
272,16814.0,United Kingdom
273,13269.0,United Kingdom
274,14813.0,United Kingdom
275,12567.0,France
276,17062.0,United Kingdom
277,15332.0,Lithuania
278,14810.0,United Kingdom
279,16353.0,United Kingdom
280,18118.0,United Kingdom
281,13831.0,United Kingdom
282,13506.0,United Kingdom
283,17796.0,United Kingdom
284,15716.0,United Kingdom
285,18156.0,United Kingdom
286,15221.0,United Kingdom
287,16983.0,United Kingdom
288,17059.0,United Kingdom
289,16327.0,United Kingdom
290,17211.0,United Kingdom
291,17026.0,United Kingdom
292,15570.0,United Kingdom
293,15880.0,United Kingdom
294,16718.0,United Kingdom
295,15808.0,United Kingdom
296,17858.0,United Kingdom
297,16393.0,United Kingdom
298,14161.0,United Kingdom
299,17863.0,United Kingdom
300,16411.0,United Kingdom
301,16402.0,United Kingdom
302,15023.0,United Kingdom
303,17402.0,United Kingdom
304,15426.0,United Kingdom
305,12647.0,Germany
306,15894.0,United Kingdom
307,15867.0,United Kingdom
308,14506.0,United Kingdom
309,15555.0,United Kingdom
310,13034.0,United Kingdom
311,15889.0,United Kingdom
312,15953.0,United Kingdom
313,16143.0,United Kingdom
314,12720.0,Germany
315,16422.0,United Kingdom
316,12747.0,United Kingdom
317,15502.0,United Kingdom
318,12763.0,Japan
319,14081.0,United Kingdom
320,17965.0,United Kingdom
321,14404.0,United Kingdom
322,13579.0,United Kingdom
323,13174.0,United Kingdom
324,15987.0,United Kingdom
325,17677.0,United Kingdom
326,13652.0,United Kingdom
327,12586.0,Italy
328,17428.0,United Kingdom
329,16161.0,United Kingdom
330,16858.0,United Kingdom
331,18219.0,United Kingdom
332,14293.0,United Kingdom
333,14748.0,United Kingdom
334,16638.0,United Kingdom
335,17674.0,United Kingdom
336,12808.0,Portugal
337,13094.0,United Kingdom
338,15899.0,United Kingdom
339,12708.0,Germany
340,15898.0,United Kingdom
341,17691.0,United Kingdom
342,17227.0,United Kingdom
343,15039.0,United Kingdom
344,15919.0,United Kingdom
345,13497.0,United Kingdom
346,15860.0,United Kingdom
347,14189.0,United Kingdom
348,15304.0,United Kingdom
349,14867.0,United Kingdom
350,14344.0,United Kingdom
351,12474.0,Germany
352,16719.0,United Kingdom
353,15048.0,United Kingdom
354,15301.0,United Kingdom
355,14708.0,United Kingdom
356,16898.0,United Kingdom
357,14825.0,United Kingdom
358,18113.0,United Kingdom
359,17596.0,United Kingdom
360,15078.0,United Kingdom
361,14085.0,United Kingdom
362,17860.0,United Kingdom
363,13155.0,United Kingdom
364,15028.0,United Kingdom
365,16919.0,United Kingdom
366,17259.0,United Kingdom
367,17019.0,United Kingdom
368,14487.0,United Kingdom
369,16722.0,United Kingdom
370,15882.0,United Kingdom
371,14667.0,United Kingdom
372,16710.0,United Kingdom
373,16550.0,United Kingdom
374,15984.0,United Kingdom
375,17682.0,United Kingdom
376,16658.0,United Kingdom
377,17068.0,United Kingdom
378,15356.0,United Kingdom
379,17223.0,United Kingdom
380,16817.0,United Kingdom
381,13030.0,United Kingdom
382,17191.0,United Kingdom
383,15194.0,United Kingdom
384,14409.0,United Kingdom
385,16654.0,United Kingdom
386,16861.0,United Kingdom
387,16138.0,United Kingdom
388,13481.0,United Kingdom
389,13495.0,United Kingdom
390,17519.0,United Kingdom
391,17218.0,United Kingdom
392,17812.0,United Kingdom
393,14215.0,United Kingdom
394,15602.0,United Kingdom
395,17320.0,United Kingdom
396,16782.0,United Kingdom
397,12913.0,United Kingdom
398,17869.0,United Kingdom
399,13564.0,United Kingdom
400,14850.0,United Kingdom
401,15021.0,United Kingdom
402,13963.0,United Kingdom
403,17450.0,United Kingdom
404,17091.0,United Kingdom
405,17470.0,United Kingdom
406,17616.0,United Kingdom
407,15649.0,United Kingdom
408,12681.0,France
409,14907.0,United Kingdom
410,17735.0,United Kingdom
411,16059.0,United Kingdom
412,17720.0,United Kingdom
413,15018.0,United Kingdom
414,14733.0,United Kingdom
415,13756.0,United Kingdom
416,14176.0,United Kingdom
417,13319.0,United Kingdom
418,15353.0,United Kingdom
419,18119.0,United Kingdom
420,17491.0,United Kingdom
421,14282.0,United Kingdom
422,13569.0,United Kingdom
423,15498.0,United Kingdom
424,14673.0,United Kingdom
425,13488.0,United Kingdom
426,16221.0,United Kingdom
427,15002.0,United Kingdom
428,15965.0,United Kingdom
429,15024.0,United Kingdom
430,17675.0,United Kingdom
431,13769.0,United Kingdom
432,16904.0,United Kingdom
433,16086.0,United Kingdom
434,13786.0,United Kingdom
435,13880.0,United Kingdom
436,13173.0,United Kingdom
437,15858.0,United Kingdom
438,15180.0,United Kingdom
439,12347.0,Iceland
440,14739.0,United Kingdom
441,16293.0,United Kingdom
442,17419.0,United Kingdom
443,16775.0,United Kingdom
444,16306.0,United Kingdom
445,16950.0,United Kingdom
446,17591.0,United Kingdom
447,12839.0,United Kingdom
448,13807.0,United Kingdom
449,16125.0,United Kingdom
450,15081.0,United Kingdom
451,18102.0,United Kingdom
452,16365.0,United Kingdom
453,17870.0,United Kingdom
454,14821.0,United Kingdom
455,16863.0,United Kingdom
456,13078.0,United Kingdom
457,13267.0,United Kingdom
458,13050.0,United Kingdom
459,12709.0,Germany
460,15628.0,United Kingdom
461,12386.0,Australia
462,14796.0,United Kingdom
463,16779.0,United Kingdom
464,13599.0,United Kingdom
465,13329.0,United Kingdom
466,18077.0,United Kingdom
467,14744.0,United Kingdom
468,17406.0,United Kingdom
469,15750.0,United Kingdom
470,13983.0,United Kingdom
471,13842.0,United Kingdom
472,12441.0,France
473,13199.0,United Kingdom
474,14032.0,United Kingdom
475,17706.0,United Kingdom
476,16081.0,United Kingdom
477,16525.0,United Kingdom
478,14952.0,United Kingdom
479,17975.0,United Kingdom
480,16122.0,United Kingdom
481,13126.0,United Kingdom
482,15973.0,United Kingdom
483,16558.0,United Kingdom
484,16713.0,United Kingdom
485,16893.0,United Kingdom
486,15529.0,United Kingdom
487,18043.0,United Kingdom
488,16016.0,United Kingdom
489,17722.0,United Kingdom
490,17324.0,United Kingdom
491,17341.0,United Kingdom
492,14051.0,United Kingdom
493,15916.0,United Kingdom
494,16233.0,United Kingdom
495,16385.0,United Kingdom
496,15032.0,United Kingdom
497,17213.0,United Kingdom
498,18061.0,United Kingdom
499,13113.0,United Kingdom
500,16553.0,United Kingdom
501,13455.0,United Kingdom
502,14217.0,United Kingdom
503,17262.0,United Kingdom
504,14299.0,United Kingdom
505,18259.0,United Kingdom
506,17676.0,United Kingdom
507,16679.0,United Kingdom
508,18269.0,United Kingdom
509,12766.0,Portugal
510,15298.0,United Kingdom
511,18193.0,United Kingdom
512,13523.0,United Kingdom
513,12870.0,United Kingdom
514,15005.0,United Kingdom
515,15581.0,United Kingdom
516,15680.0,United Kingdom
517,13649.0,United Kingdom
518,17894.0,United Kingdom
519,13270.0,United Kingdom
520,14618.0,United Kingdom
521,14866.0,United Kingdom
522,13077.0,United Kingdom
523,13115.0,United Kingdom
524,13531.0,United Kingdom
525,13848.0,United Kingdom
526,13140.0,United Kingdom
527,15713.0,United Kingdom
528,17999.0,United Kingdom
529,15347.0,United Kingdom
530,17340.0,United Kingdom
531,13984.0,United Kingdom
532,15996.0,United Kingdom
533,14030.0,United Kingdom
534,16252.0,United Kingdom
535,16596.0,United Kingdom
536,16700.0,United Kingdom
537,16011.0,United Kingdom
538,17655.0,United Kingdom
539,16717.0,United Kingdom
540,14243.0,United Kingdom
541,12963.0,United Kingdom
542,15079.0,United Kingdom
543,14437.0,United Kingdom
544,12942.0,United Kingdom
545,15660.0,United Kingdom
546,18092.0,United Kingdom
547,15358.0,United Kingdom
548,12481.0,Germany
549,12721.0,France
550,12621.0,Germany
551,18071.0,United Kingdom
552,12683.0,France
553,12755.0,Japan
554,13854.0,United Kingdom
555,12797.0,Portugal
556,13369.0,United Kingdom
557,12494.0,France
558,17857.0,United Kingdom
559,17411.0,United Kingdom
560,14932.0,Channel Islands
561,12429.0,Denmark
562,14987.0,United Kingdom
563,14355.0,United Kingdom
564,17526.0,United Kingdom
565,14896.0,United Kingdom
566,14440.0,United Kingdom
567,13240.0,United Kingdom
568,14479.0,United Kingdom
569,16065.0,United Kingdom
570,17430.0,United Kingdom
571,16520.0,United Kingdom
572,15945.0,United Kingdom
573,15181.0,United Kingdom
574,15856.0,United Kingdom
575,13102.0,United Kingdom
576,14205.0,United Kingdom
577,17702.0,United Kingdom
578,15271.0,United Kingdom
579,13982.0,United Kingdom
580,15288.0,United Kingdom
581,17978.0,United Kingdom
582,16795.0,United Kingdom
583,16519.0,United Kingdom
584,17816.0,United Kingdom
585,13021.0,United Kingdom
586,16255.0,United Kingdom
587,17671.0,United Kingdom
588,17646.0,United Kingdom
589,12649.0,Germany
590,16350.0,United Kingdom
591,12872.0,United Kingdom
592,17339.0,United Kingdom
593,18230.0,United Kingdom
594,16499.0,United Kingdom
595,17097.0,Spain
596,15192.0,United Kingdom
597,14441.0,United Kingdom
598,15279.0,United Kingdom
599,16579.0,United Kingdom
600,15380.0,United Kingdom
601,17442.0,United Kingdom
602,17950.0,United Kingdom
603,12826.0,United Kingdom
604,17456.0,United Kingdom
605,17307.0,United Kingdom
606,15811.0,United Kingdom
607,13327.0,United Kingdom
608,17700.0,United Kingdom
609,13136.0,United Kingdom
610,15535.0,United Kingdom
611,12605.0,Germany
612,15329.0,United Kingdom
613,15211.0,United Kingdom
614,15596.0,United Kingdom
615,16163.0,United Kingdom
616,16907.0,United Kingdom
617,17576.0,United Kingdom
618,14713.0,United Kingdom
619,14702.0,United Kingdom
620,13230.0,United Kingdom
621,13969.0,United Kingdom
622,17530.0,United Kingdom
623,15805.0,United Kingdom
624,17696.0,United Kingdom
625,17076.0,United Kingdom
626,17827.0,United Kingdom
627,16265.0,United Kingdom
628,17880.0,United Kingdom
629,13000.0,United Kingdom
630,17790.0,United Kingdom
631,12731.0,France
632,14419.0,United Kingdom
633,14082.0,United Kingdom
634,17912.0,United Kingdom
635,15723.0,United Kingdom
636,16656.0,United Kingdom
637,14037.0,United Kingdom
638,14256.0,United Kingdom
639,14543.0,United Kingdom
640,16062.0,United Kingdom
641,18116.0,United Kingdom
642,16019.0,United Kingdom
643,18178.0,United Kingdom
644,18065.0,United Kingdom
645,13148.0,United Kingdom
646,12989.0,United Kingdom
647,14107.0,United Kingdom
648,15881.0,United Kingdom
649,12785.0,Portugal
650,16727.0,United Kingdom
651,15514.0,United Kingdom
652,13787.0,United Kingdom
653,17865.0,United Kingdom
654,17220.0,United Kingdom
655,16565.0,United Kingdom
656,16873.0,United Kingdom
657,14062.0,United Kingdom
658,15179.0,United Kingdom
659,18016.0,United Kingdom
660,14448.0,United Kingdom
661,15503.0,United Kingdom
662,17251.0,United Kingdom
663,16923.0,United Kingdom
664,14159.0,United Kingdom
665,17126.0,United Kingdom
666,15224.0,United Kingdom
667,14577.0,United Kingdom
668,12753.0,Japan
669,17236.0,United Kingdom
670,17372.0,United Kingdom
671,16367.0,United Kingdom
672,12875.0,United Kingdom
673,17917.0,United Kingdom
674,16010.0,United Kingdom
675,17085.0,United Kingdom
676,13668.0,United Kingdom
677,14684.0,United Kingdom
678,17188.0,United Kingdom
679,15547.0,United Kingdom
680,15998.0,United Kingdom
681,14413.0,United Kingdom
682,18004.0,United Kingdom
683,13959.0,United Kingdom
684,16665.0,United Kingdom
685,15454.0,United Kingdom
686,15044.0,United Kingdom
687,17937.0,United Kingdom
688,14608.0,United Kingdom
689,17618.0,United Kingdom
690,14505.0,United Kingdom
691,18037.0,United Kingdom
692,13198.0,United Kingdom
693,12540.0,Spain
694,13225.0,United Kingdom
695,15361.0,United Kingdom
696,15689.0,United Kingdom
697,14290.0,United Kingdom
698,13209.0,United Kingdom
699,13999.0,United Kingdom
700,14498.0,United Kingdom
701,15854.0,United Kingdom
702,16701.0,United Kingdom
703,16927.0,United Kingdom
704,17990.0,United Kingdom
705,14544.0,United Kingdom
706,17338.0,United Kingdom
707,17231.0,United Kingdom
708,17799.0,United Kingdom
709,14565.0,United Kingdom
710,16726.0,United Kingdom
711,17303.0,United Kingdom
712,14639.0,United Kingdom
713,17611.0,United Kingdom
714,17179.0,United Kingdom
715,17524.0,United Kingdom
716,12476.0,Germany
717,17293.0,United Kingdom
718,17890.0,United Kingdom
719,17375.0,United Kingdom
720,17371.0,United Kingdom
721,17969.0,United Kingdom
722,15159.0,United Kingdom
723,13211.0,United Kingdom
724,15777.0,United Kingdom
725,14525.0,United Kingdom
726,13324.0,United Kingdom
727,13802.0,United Kingdom
728,13948.0,United Kingdom
729,13008.0,United Kingdom
730,14206.0,United Kingdom
731,16202.0,United Kingdom
732,16442.0,United Kingdom
733,18075.0,United Kingdom
734,15468.0,United Kingdom
735,16570.0,United Kingdom
736,14524.0,United Kingdom
737,18141.0,United Kingdom
738,12434.0,Australia
739,16810.0,United Kingdom
740,14961.0,United Kingdom
741,17041.0,United Kingdom
742,16458.0,United Kingdom
743,16083.0,United Kingdom
744,16262.0,United Kingdom
745,17194.0,United Kingdom
746,14057.0,United Kingdom
747,14871.0,United Kingdom
748,13178.0,United Kingdom
749,18044.0,United Kingdom
750,16812.0,United Kingdom
751,16191.0,United Kingdom
752,12370.0,Cyprus
753,14298.0,United Kingdom
754,17158.0,United Kingdom
755,14415.0,United Kingdom
756,16899.0,United Kingdom
757,16531.0,United Kingdom
758,17404.0,Sweden
759,16556.0,United Kingdom
760,16805.0,United Kingdom
761,16503.0,United Kingdom
762,17739.0,United Kingdom
763,13238.0,United Kingdom
764,12829.0,United Kingdom
765,13097.0,United Kingdom
766,12867.0,United Kingdom
767,15392.0,United Kingdom
768,13846.0,United Kingdom
769,14401.0,United Kingdom
770,16145.0,United Kingdom
771,17629.0,United Kingdom
772,14150.0,United Kingdom
773,13496.0,United Kingdom
774,13611.0,United Kingdom
775,16954.0,United Kingdom
776,17454.0,United Kingdom
777,17449.0,United Kingdom
778,17230.0,United Kingdom
779,12865.0,Austria
780,15950.0,United Kingdom
781,15512.0,United Kingdom
782,17525.0,United Kingdom
783,13458.0,United Kingdom
784,14426.0,United Kingdom
785,16003.0,United Kingdom
786,13092.0,United Kingdom
787,13426.0,United Kingdom
788,15101.0,United Kingdom
789,17033.0,United Kingdom
790,13221.0,United Kingdom
791,14201.0,United Kingdom
792,17692.0,United Kingdom
793,15822.0,United Kingdom
794,16134.0,United Kingdom
795,17551.0,United Kingdom
796,18050.0,United Kingdom
797,14913.0,United Kingdom
798,12666.0,Israel
799,15641.0,United Kingdom
800,13124.0,United Kingdom
801,17214.0,United Kingdom
802,15456.0,United Kingdom
803,15062.0,United Kingdom
804,12928.0,United Kingdom
805,15727.0,United Kingdom
806,17980.0,United Kingdom
807,15290.0,United Kingdom
808,17752.0,United Kingdom
809,15615.0,United Kingdom
810,12577.0,France
811,17044.0,United Kingdom
812,13829.0,United Kingdom
813,17633.0,United Kingdom
814,13266.0,United Kingdom
815,17820.0,United Kingdom
816,15664.0,United Kingdom
817,17189.0,United Kingdom
818,17496.0,United Kingdom
819,16607.0,United Kingdom
820,13317.0,United Kingdom
821,13890.0,United Kingdom
822,17001.0,United Kingdom
823,15246.0,United Kingdom
824,16996.0,United Kingdom
825,15482.0,United Kingdom
826,16037.0,United Kingdom
827,14841.0,United Kingdom
828,16670.0,United Kingdom
829,16985.0,United Kingdom
830,16705.0,United Kingdom
831,16470.0,United Kingdom
832,14414.0,United Kingdom
833,15563.0,United Kingdom
834,12980.0,United Kingdom
835,16746.0,United Kingdom
836,14878.0,United Kingdom
837,16743.0,United Kingdom
838,17146.0,United Kingdom
839,12877.0,United Kingdom
840,15394.0,United Kingdom
841,14621.0,United Kingdom
842,15379.0,United Kingdom
843,14309.0,United Kingdom
844,17288.0,United Kingdom
845,14709.0,United Kingdom
846,15157.0,United Kingdom
847,17744.0,United Kingdom
848,16316.0,United Kingdom
849,15620.0,United Kingdom
850,15789.0,United Kingdom
851,16560.0,United Kingdom
852,13534.0,United Kingdom
853,17580.0,United Kingdom
854,14777.0,United Kingdom
855,15759.0,United Kingdom
856,14373.0,United Kingdom
857,18176.0,United Kingdom
858,15366.0,United Kingdom
859,14735.0,United Kingdom
860,16271.0,United Kingdom
861,18223.0,United Kingdom
862,15532.0,United Kingdom
863,16816.0,United Kingdom
864,16684.0,United Kingdom
865,14334.0,United Kingdom
866,16945.0,United Kingdom
867,14643.0,United Kingdom
868,15197.0,United Kingdom
869,14220.0,United Kingdom
870,13874.0,United Kingdom
871,18260.0,United Kingdom
872,17848.0,United Kingdom
873,17392.0,United Kingdom
874,12348.0,Finland
875,14985.0,United Kingdom
876,13004.0,United Kingdom
877,14560.0,United Kingdom
878,12370.0,Austria
879,12931.0,United Kingdom
880,13627.0,United Kingdom
881,12551.0,Spain
882,12782.0,Portugal
883,14769.0,United Kingdom
884,15780.0,United Kingdom
885,12417.0,Belgium
886,17315.0,United Kingdom
887,16711.0,United Kingdom
888,12726.0,France
889,15204.0,United Kingdom
890,17888.0,United Kingdom
891,17007.0,United Kingdom
892,15160.0,United Kingdom
893,14016.0,EIRE
894,13033.0,United Kingdom
895,12691.0,France
896,13869.0,United Kingdom
897,14146.0,United Kingdom
898,12705.0,Germany
899,16885.0,United Kingdom
900,17913.0,United Kingdom
901,12668.0,Germany
902,14472.0,United Kingdom
903,17358.0,United Kingdom
904,16686.0,United Kingdom
905,18245.0,United Kingdom
906,17343.0,United Kingdom
907,18256.0,United Kingdom
908,16153.0,United Kingdom
909,12377.0,Switzerland
910,14646.0,Netherlands
911,12944.0,United Kingdom
912,15312.0,United Kingdom
913,14099.0,United Kingdom
914,14113.0,United Kingdom
915,13104.0,United Kingdom
916,17204.0,United Kingdom
917,13027.0,United Kingdom
918,17621.0,United Kingdom
919,17090.0,United Kingdom
920,14119.0,United Kingdom
921,15527.0,United Kingdom
922,18097.0,United Kingdom
923,15460.0,United Kingdom
924,15034.0,United Kingdom
925,12423.0,Belgium
926,12678.0,France
927,15208.0,United Kingdom
928,17306.0,United Kingdom
929,14737.0,United Kingdom
930,13029.0,United Kingdom
931,16270.0,United Kingdom
932,13487.0,United Kingdom
933,12515.0,Italy
934,17400.0,United Kingdom
935,17593.0,United Kingdom
936,13953.0,United Kingdom
937,14533.0,United Kingdom
938,12734.0,France
939,14944.0,United Kingdom
940,17239.0,United Kingdom
941,14532.0,United Kingdom
942,12383.0,Belgium
943,15562.0,United Kingdom
944,15587.0,United Kingdom
945,13922.0,United Kingdom
946,13817.0,Germany
947,12585.0,Germany
948,13165.0,United Kingdom
949,13304.0,United Kingdom
950,13313.0,United Kingdom
951,16875.0,United Kingdom
952,16282.0,United Kingdom
953,12957.0,United Kingdom
954,14462.0,United Kingdom
955,13397.0,United Kingdom
956,13680.0,United Kingdom
957,12483.0,Sweden
958,15164.0,United Kingdom
959,17457.0,United Kingdom
960,14732.0,United Kingdom
961,14221.0,United Kingdom
962,14553.0,United Kingdom
963,13253.0,United Kingdom
964,17389.0,United Kingdom
965,12578.0,Italy
966,15841.0,United Kingdom
967,16112.0,United Kingdom
968,13629.0,United Kingdom
969,16600.0,United Kingdom
970,15661.0,United Kingdom
971,16532.0,United Kingdom
972,15266.0,United Kingdom
973,14653.0,United Kingdom
974,16771.0,United Kingdom
975,17585.0,United Kingdom
976,15046.0,United Kingdom
977,13082.0,United Kingdom
978,15464.0,United Kingdom
979,18226.0,United Kingdom
980,18062.0,United Kingdom
981,12415.0,Australia
982,12503.0,Spain
983,17368.0,United Kingdom
984,14258.0,United Kingdom
985,15719.0,United Kingdom
986,13368.0,United Kingdom
987,17634.0,United Kingdom
988,16676.0,United Kingdom
989,16424.0,United Kingdom
990,18283.0,United Kingdom
991,12735.0,France
992,13764.0,United Kingdom
993,13656.0,United Kingdom
994,12413.0,France
995,14312.0,United Kingdom
996,13280.0,United Kingdom
997,15845.0,United Kingdom
998,16094.0,United Kingdom
999,13187.0,United Kingdom
1000,16567.0,United Kingdom
1001,14828.0,United Kingdom
1002,12530.0,Germany
1003,16551.0,United Kingdom
1004,16889.0,United Kingdom
1005,16473.0,United Kingdom
1006,13750.0,United Kingdom
1007,12501.0,Germany
1008,15607.0,United Kingdom
1009,15139.0,United Kingdom
1010,12489.0,France
1011,17707.0,United Kingdom
1012,18198.0,United Kingdom
1013,12484.0,Spain
1014,18179.0,United Kingdom
1015,17284.0,United Kingdom
